Day ,Items ,Note ,Amount 
10,Retail,Revenue - Retail Sales Los Angeles - Red Wine,84999
10,Retail,Revenue - Retail Sales Los Angeles - White Wine,84940
10,Retail,Revenue - Retail Sales New York - Sparkling Wine,86294
10,Retail,Revenue - Retail Sales New York - Red Wine,56869
10,Retail,Revenue - Retail Sales New York - White Wine,55676
10,Retail,Revenue - Retail Sales Miami - Sparkling Wine,20384
10,Retail,Revenue - Retail Sales Miami - Red Wine,22765
10,Retail,Revenue - Retail Sales Miami - White Wine,23622
10,Retail,Revenue - Retail Sales San Francisco - Sparkling Wine,18798
10,Retail,Revenue - Retail Sales San Francisco - Red Wine,13340
10,Retail,Revenue - Retail Sales San Francisco - White Wine,15314
9,Retail,Revenue - Retail Sales Los Angeles - Sparkling Wine,20254
9,Retail,Revenue - Retail Sales Los Angeles - Red Wine,13456
9,Retail,Revenue - Retail Sales Los Angeles - White Wine,12152
9,Retail,Revenue - Retail Sales New York - Sparkling Wine,17134
9,Retail,Revenue - Retail Sales New York - Red Wine,11948
9,Retail,Revenue - Retail Sales New York - White Wine,11842
9,Retail,Revenue - Retail Sales Miami - Sparkling Wine,4004
9,Retail,Revenue - Retail Sales Miami - Red Wine,4118
9,Retail,Revenue - Retail Sales Miami - White Wine,4495
9,Retail,Revenue - Retail Sales San Francisco - Sparkling Wine,2730
9,Retail,Revenue - Retail Sales San Francisco - Red Wine,2001
9,Retail,Revenue - Retail Sales San Francisco - White Wine,2201
8,Retail,Revenue - Retail Sales Los Angeles - Sparkling Wine,19812
8,Retail,Revenue - Retail Sales Los Angeles - Red Wine,12267
8,Retail,Revenue - Retail Sales Los Angeles - White Wine,12803
8,Retail,Revenue - Retail Sales New York - Sparkling Wine,15912
8,Retail,Revenue - Retail Sales New York - Red Wine,10817
8,Retail,Revenue - Retail Sales New York - White Wine,10385
8,Retail,Revenue - Retail Sales Miami - Sparkling Wine,3588
8,Retail,Revenue - Retail Sales Miami - Red Wine,4176
8,Retail,Revenue - Retail Sales Miami - White Wine,4247
7,Retail,Revenue - Retail Sales Los Angeles - Sparkling Wine,22360
7,Retail,Revenue - Retail Sales Los Angeles - Red Wine,13833
7,Retail,Revenue - Retail Sales Los Angeles - White Wine,13578
7,Retail,Revenue - Retail Sales New York - Sparkling Wine,18148
7,Retail,Revenue - Retail Sales New York - Red Wine,11716
7,Retail,Revenue - Retail Sales New York - White Wine,11811
7,Retail,Revenue - Retail Sales Miami - Sparkling Wine,3848
7,Retail,Revenue - Retail Sales Miami - Red Wine,4118
7,Retail,Revenue - Retail Sales Miami - White Wine,4557
6,Retail,Revenue - Retail Sales Los Angeles - Sparkling Wine,21294
6,Retail,Revenue - Retail Sales Los Angeles - Red Wine,13050
6,Retail,Revenue - Retail Sales Los Angeles - White Wine,12927
6,Retail,Revenue - Retail Sales New York - Sparkling Wine,16536
6,Retail,Revenue - Retail Sales New York - Red Wine,10933
6,Retail,Revenue - Retail Sales New York - White Wine,11470
6,Retail,Revenue - Retail Sales Miami - Sparkling Wine,3796
6,Retail,Revenue - Retail Sales Miami - Red Wine,4321
6,Retail,Revenue - Retail Sales Miami - White Wine,4619
5,Retail,Revenue - Retail Sales Los Angeles - Sparkling Wine,21502
5,Retail,Revenue - Retail Sales Los Angeles - Red Wine,13833
5,Retail,Revenue - Retail Sales Los Angeles - White Wine,13299
5,Retail,Revenue - Retail Sales New York - Sparkling Wine,16016
5,Retail,Revenue - Retail Sales New York - Red Wine,11049
5,Retail,Revenue - Retail Sales New York - White Wine,11036
5,Retail,Revenue - Retail Sales Miami - Sparkling Wine,3874
5,Retail,Revenue - Retail Sales Miami - Red Wine,3857
5,Retail,Revenue - Retail Sales Miami - White Wine,4371
4,Retail,Revenue - Retail Sales Los Angeles - Sparkling Wine,21086
4,Retail,Revenue - Retail Sales Los Angeles - Red Wine,13978
4,Retail,Revenue - Retail Sales Los Angeles - White Wine,13454
4,Retail,Revenue - Retail Sales New York - Sparkling Wine,17160
4,Retail,Revenue - Retail Sales New York - Red Wine,10962
4,Retail,Revenue - Retail Sales New York - White Wine,11532
3,Retail,Revenue - Retail Sales Los Angeles - Sparkling Wine,21788
3,Retail,Revenue - Retail Sales Los Angeles - Red Wine,13659
3,Retail,Revenue - Retail Sales Los Angeles - White Wine,11904
3,Retail,Revenue - Retail Sales New York - Sparkling Wine,16146
3,Retail,Revenue - Retail Sales New York - Red Wine,10788
3,Retail,Revenue - Retail Sales New York - White Wine,10819
90,Salary Expense,Cash Payment - Salary Expense,-24768
89,Salary Expense,Cash Payment - Salary Expense,-24768
88,Salary Expense,Cash Payment - Salary Expense,-24768
87,Salary Expense,Cash Payment - Salary Expense,-24768
86,Salary Expense,Cash Payment - Salary Expense,-24768
85,Salary Expense,Cash Payment - Salary Expense,-24768
84,Salary Expense,Cash Payment - Salary Expense,-24768
83,Salary Expense,Cash Payment - Salary Expense,-25284
82,Salary Expense,Cash Payment - Salary Expense,-25009
81,Salary Expense,Cash Payment - Salary Expense,-24759
80,Salary Expense,Cash Payment - Salary Expense,-24059
79,Salary Expense,Cash Payment - Salary Expense,-24059
78,Salary Expense,Cash Payment - Salary Expense,-24059
77,Salary Expense,Cash Payment - Salary Expense,-24059
76,Salary Expense,Cash Payment - Salary Expense,-24059
75,Salary Expense,Cash Payment - Salary Expense,-24059
74,Salary Expense,Cash Payment - Salary Expense,-24059
73,Salary Expense,Cash Payment - Salary Expense,-24059
72,Salary Expense,Cash Payment - Salary Expense,-23806
71,Salary Expense,Cash Payment - Salary Expense,-23576
70,Salary Expense,Cash Payment - Salary Expense,-22932
69,Salary Expense,Cash Payment - Salary Expense,-22932
68,Salary Expense,Cash Payment - Salary Expense,-22932
67,Salary Expense,Cash Payment - Salary Expense,-22932
66,Salary Expense,Cash Payment - Salary Expense,-22932
65,Salary Expense,Cash Payment - Salary Expense,-22932
64,Salary Expense,Cash Payment - Salary Expense,-22932
63,Salary Expense,Cash Payment - Salary Expense,-22932
62,Salary Expense,Cash Payment - Salary Expense,-22690
61,Salary Expense,Cash Payment - Salary Expense,-23808
60,Salary Expense,Cash Payment - Salary Expense,-23192
59,Salary Expense,Cash Payment - Salary Expense,-23192
58,Salary Expense,Cash Payment - Salary Expense,-23192
57,Salary Expense,Cash Payment - Salary Expense,-23192
56,Salary Expense,Cash Payment - Salary Expense,-23192
55,Salary Expense,Cash Payment - Salary Expense,-23192
54,Salary Expense,Cash Payment - Salary Expense,-23192
53,Salary Expense,Cash Payment - Salary Expense,-23192
52,Salary Expense,Cash Payment - Salary Expense,-22961
51,Salary Expense,Cash Payment - Salary Expense,-22688
50,Salary Expense,Cash Payment - Salary Expense,-22100
49,Salary Expense,Cash Payment - Salary Expense,-22100
48,Salary Expense,Cash Payment - Salary Expense,-22100
47,Salary Expense,Cash Payment - Salary Expense,-22100
46,Salary Expense,Cash Payment - Salary Expense,-22100
45,Salary Expense,Cash Payment - Salary Expense,-22100
44,Salary Expense,Cash Payment - Salary Expense,-22100
43,Salary Expense,Cash Payment - Salary Expense,-22100
42,Salary Expense,Cash Payment - Salary Expense,-21880
41,Salary Expense,Cash Payment - Salary Expense,-21620
40,Salary Expense,Cash Payment - Salary Expense,-21060
39,Salary Expense,Cash Payment - Salary Expense,-21465
38,Salary Expense,Cash Payment - Salary Expense,-21465
37,Salary Expense,Cash Payment - Salary Expense,-21465
36,Salary Expense,Cash Payment - Salary Expense,-21465
35,Salary Expense,Cash Payment - Salary Expense,-21465
34,Salary Expense,Cash Payment - Salary Expense,-21465
33,Salary Expense,Cash Payment - Salary Expense,-21465
32,Salary Expense,Cash Payment - Salary Expense,-21256
31,Salary Expense,Cash Payment - Salary Expense,-21009
30,Salary Expense,Cash Payment - Salary Expense,-20458
29,Salary Expense,Cash Payment - Salary Expense,-20458
28,Salary Expense,Cash Payment - Salary Expense,-20458
27,Salary Expense,Cash Payment - Salary Expense,-20458
26,Salary Expense,Cash Payment - Salary Expense,-20458
25,Salary Expense,Cash Payment - Salary Expense,-20458
22,Salary Expense,Cash Payment - Salary Expense,-20260
21,Salary Expense,Cash Payment - Salary Expense,-20026
20,Salary Expense,Cash Payment - Salary Expense,-20240
19,Salary Expense,Cash Payment - Salary Expense,-20608
18,Salary Expense,Cash Payment - Salary Expense,-20976
16,Salary Expense,Cash Payment - Salary Expense,-22448
15,Salary Expense,Cash Payment - Salary Expense,-23920
14,Salary Expense,Cash Payment - Salary Expense,-23920
13,Salary Expense,Cash Payment - Salary Expense,-23920
12,Salary Expense,Cash Payment - Salary Expense,-23704
11,Salary Expense,Cash Payment - Salary Expense,-23380
10,Salary Expense,Cash Payment - Salary Expense,-22750
9,Salary Expense,Cash Payment - Salary Expense,-23800
8,Salary Expense,Cash Payment - Salary Expense,-23800
7,Salary Expense,Cash Payment - Salary Expense,-23800
6,Salary Expense,Cash Payment - Salary Expense,-23800
5,Salary Expense,Cash Payment - Salary Expense,-23800
4,Salary Expense,Cash Payment - Salary Expense,-23800
3,Salary Expense,Cash Payment - Salary Expense,-23800
2,Salary Expense,Cash Payment - Salary Expense,-19600
1,Salary Expense,Cash Payment - Salary Expense,-12600
90,Sales E Commerce,Revenue - ECM SO ID: 15078,1434
90,Sales E Commerce,Revenue - ECM SO ID: 15091,1226
89,Sales E Commerce,Revenue - ECM SO ID: 14884,2788
87,Sales E Commerce,Revenue - ECM SO ID: 14698,14119
81,Sales E Commerce,Revenue - ECM SO ID: 13578,9204
80,Sales E Commerce,Revenue - ECM SO ID: 13381,2197
79,Sales E Commerce,Revenue - ECM SO ID: 13217,1338
78,Sales E Commerce,Revenue - ECM SO ID: 12823,1086
78,Sales E Commerce,Revenue - ECM SO ID: 12990,983
77,Sales E Commerce,Revenue - ECM SO ID: 12802,25344
75,Sales E Commerce,Revenue - ECM SO ID: 12440,20420
74,Sales E Commerce,Revenue - ECM SO ID: 12229,22244
72,Sales E Commerce,Revenue - ECM SO ID: 11856,950
70,Sales E Commerce,Revenue - ECM SO ID: 10773,4109
68,Sales E Commerce,Revenue - ECM SO ID: 11116,1206
66,Sales E Commerce,Revenue - ECM SO ID: 10601,756
66,Sales E Commerce,Revenue - ECM SO ID: 10761,4137
65,Sales E Commerce,Revenue - ECM SO ID: 10060,5194
63,Sales E Commerce,Revenue - ECM SO ID: 10248,816
61,Sales E Commerce,Revenue - ECM SO ID: 9704,4475
59,Sales E Commerce,Revenue - ECM SO ID: 8951,7726
59,Sales E Commerce,Revenue - ECM SO ID: 8985,4128
59,Sales E Commerce,Revenue - ECM SO ID: 9514,1118
57,Sales E Commerce,Revenue - ECM SO ID: 9153,359
53,Sales E Commerce,Revenue - ECM SO ID: 8207,36279
51,Sales E Commerce,Revenue - ECM SO ID: 8017,18893
49,Sales E Commerce,Revenue - ECM SO ID: 7658,1172
46,Sales E Commerce,Revenue - ECM SO ID: 7129,1990
45,Sales E Commerce,Revenue - ECM SO ID: 5936,14008
45,Sales E Commerce,Revenue - ECM SO ID: 6136,999
45,Sales E Commerce,Revenue - ECM SO ID: 6818,2098
38,Sales E Commerce,Revenue - ECM SO ID: 5065,21190
37,Sales E Commerce,Revenue - ECM SO ID: 5391,2130
36,Sales E Commerce,Revenue - ECM SO ID: 4818,2487
27,Sales E Commerce,Revenue - ECM SO ID: 3498,1662
25,Sales E Commerce,Revenue - ECM SO ID: 3113,1844
25,Sales E Commerce,Revenue - ECM SO ID: 3148,12954
22,Sales E Commerce,Revenue - ECM SO ID: 2605,1587
18,Sales E Commerce,Revenue - ECM SO ID: 1796,11263
18,Sales E Commerce,Revenue - ECM SO ID: 1925,1705
15,Sales E Commerce,Revenue - ECM SO ID: 793,1075
15,Sales E Commerce,Revenue - ECM SO ID: 1461,31665
14,Sales E Commerce,Revenue - ECM SO ID: 1139,19487
12,Sales E Commerce,Revenue - ECM SO ID: 810,1151
10,Sales E Commerce,Revenue - ECM SO ID: 507,26576
84,Services,Revenue - Service Sales Order ID: 13760,52400
83,Services,Revenue - Service Sales Order ID: 13280,150200
58,Services,Revenue - Service Sales Order ID: 8949,31100
18,Services,Revenue - Service Sales Order ID: 1116,81100
12,Services,Revenue - Service Sales Order ID: 945,31900
90,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 15445,-272
90,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 15820,-92
89,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 15626,-191
89,Shipping Expense,Cash Payment - Move Stock ID: 12816,-21218
87,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 15078,-14
87,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 15091,-12
86,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 14884,-28
86,Shipping Expense,Cash Payment - Move Stock ID: 14492,-14324
84,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 14698,-141
81,Shipping Expense,Cash Payment - Move Stock ID: 11302,-15701
79,Shipping Expense,Cash Payment - Move Stock ID: 13190,-11993
78,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 13578,-92
77,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 13381,-22
77,Shipping Expense,Cash Payment - Move Stock ID: 12809,-12925
76,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 13217,-13
75,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 12823,-11
75,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 12990,-10
74,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 12802,-253
74,Shipping Expense,Cash Payment - Move Stock ID: 11140,-24736
73,Shipping Expense,Cash Payment - Move Stock ID: 9883,-29208
72,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 12440,-204
71,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 12229,-222
69,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 11856,-10
67,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 10773,-26
65,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 11116,-10
64,Shipping Expense,Cash Payment - Move Stock ID: 8185,-37436
63,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 10601,-6
63,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 10761,-38
62,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 10060,-35
60,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 10248,-7
58,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 9704,-39
56,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 8951,-56
56,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 8985,-31
56,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 9514,-7
54,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 9153,-3
53,Shipping Expense,Cash Payment - Move Stock ID: 8396,-6858
53,Shipping Expense,Cash Payment - Move Stock ID: 8970,-23094
52,Shipping Expense,Cash Payment - Move Stock ID: 8772,-15993
50,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 8207,-279
48,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 8017,-189
48,Shipping Expense,Cash Payment - Move Stock ID: 7501,-15023
47,Shipping Expense,Cash Payment - Move Stock ID: 5348,-32631
46,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 7658,-12
45,Shipping Expense,Cash Payment - Move Stock ID: 5033,-14476
43,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 7129,-20
42,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 5936,-140
42,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 6136,-10
42,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 6818,-21
41,Shipping Expense,Cash Payment - Move Stock ID: 6757,-10272
39,Shipping Expense,Cash Payment - Move Stock ID: 3519,-15494
38,Shipping Expense,Cash Payment - Move Stock ID: 6135,-27972
37,Shipping Expense,Cash Payment - Move Stock ID: 3562,-8254
36,Shipping Expense,Cash Payment - Move Stock ID: 2363,-12925
35,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 5065,-212
34,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 5391,-21
33,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 4818,-25
32,Shipping Expense,Cash Payment - Move Stock ID: 4814,-13540
29,Shipping Expense,Cash Payment - Move Stock ID: 1288,-56423
28,Shipping Expense,Cash Payment - Move Stock ID: 1524,-21218
24,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 3498,-17
22,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 3113,-18
22,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 3148,-130
19,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 2605,-16
16,Shipping Expense,Cash Payment - Move Stock ID: 1525,-8963
16,Shipping Expense,Cash Payment - Move Stock ID: 2107,-63592
15,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 1796,-113
15,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 1925,-17
14,Shipping Expense,Cash Payment - Move Stock ID: 1203,-14761
12,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 793,-11
12,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 1461,-317
11,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 1139,-195
9,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 810,-12
7,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 507,-266
89,Wholesales (B2B),Revenue - B2B SO ID: 15251,653490
85,Wholesales (B2B),Revenue - B2B SO ID: 14121,388800
84,Wholesales (B2B),Revenue - B2B SO ID: 13936,976080
84,Wholesales (B2B),Revenue - B2B SO ID: 14304,713020
70,Wholesales (B2B),Revenue - B2B SO ID: 11835,49647
60,Wholesales (B2B),Revenue - B2B SO ID: 9897,290470
57,Wholesales (B2B),Revenue - B2B SO ID: 9511,200700
57,Wholesales (B2B),Revenue - B2B SO ID: 9521,114180
56,Wholesales (B2B),Revenue - B2B SO ID: 8408,191400
56,Wholesales (B2B),Revenue - B2B SO ID: 9318,134290
54,Wholesales (B2B),Revenue - B2B SO ID: 8387,104300
54,Wholesales (B2B),Revenue - B2B SO ID: 8398,144700
50,Wholesales (B2B),Revenue - B2B SO ID: 7656,14899
49,Wholesales (B2B),Revenue - B2B SO ID: 8015,240600
48,Wholesales (B2B),Revenue - B2B SO ID: 7663,543200
45,Wholesales (B2B),Revenue - B2B SO ID: 6930,940240
37,Wholesales (B2B),Revenue - B2B SO ID: 5569,696170
33,Wholesales (B2B),Revenue - B2B SO ID: 4808,544540
31,Wholesales (B2B),Revenue - B2B SO ID: 4621,904200
29,Wholesales (B2B),Revenue - B2B SO ID: 654,880880
19,Wholesales (B2B),Revenue - B2B SO ID: 2419,395430
18,Wholesales (B2B),Revenue - B2B SO ID: 2259,657720
8,Wholesales (B2B),Revenue - B2B SO ID: 213,1617280
